Edad,Edad Victima,Sexo,Año agresión,Lugar de residencia,Composicion del hogar,Grado de consanguinidad de persona a cargo,Numero de personas con quienes vive,Profesion persona a cargo,Nivel escolar,Rendimiento academico promedio,Antecedentes de maltrato familiar o escolar,Participa en actividades extracurriculares,Usa redes sociales activamente,Contacto de forma inapropiada en redes,Involucrado en otros incidentes de agresion,Conocia a la victima,Antecedentes penales o disciplinarios,Trastorno psicologico o adiccion,Atencion psicologica previa,Se siente arrepentido,Reconoce que su comportamiento fue incorrecto,Premeditado o impulsivo,Violencia fisica o amenazas,Actuo solo o con otras personas,Edad inicio consumo pornografico,Contenido violento o explicito en material
13,13,Masculino,2022,Chapinero,Nuclear,Hermanos,5,Empleado,Primaria,6,No,Si,Si,Si,No,No,Si,Si,Si,No,No,Premeditado,Si,Solo,10,No
13,9,Femenino,2015,La Candelaria,Extendida,Tios,5,Agricultor,Tecnico,8,Si,No,No,Si,No,No,Si,Si,Si,Si,No,Impulsivo,No,Solo,6,Si
13,9,Masculino,2020,Antonio Narino,Nuclear,Hermanos,6,Obrero,Tecnico,8,Si,No,No,No,No,Si,Si,No,Si,Si,Si,Impulsivo,Si,Con otras personas,10,Si
13,8,Femenino,2016,Tunjuelito,Nuclear,Padres,7,Empleado,Secundaria,8,Si,No,No,Si,No,No,No,Si,Si,Si,No,Impulsivo,Si,Solo,11,Si
15,11,Masculino,2018,Kennedy,Monoparental,Otros familiares,4,Ambulante,Tecnico,4,No,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Impulsivo,Si,Con otras personas,9,No
14,10,Masculino,2019,Santa Fe,Extendida,Hermanos,2,Desempleado,Primaria,4,No,No,No,Si,No,Si,No,Si,Si,No,No,Premeditado,No,Con otras personas,14,Si
15,11,Femenino,2019,Suba,Nuclear,Abuelos,2,Ambulante,Universitario,4,Si,Si,No,Si,Si,Si,No,No,Si,Si,Si,Impulsivo,No,Con otras personas,12,No
17,8,Femenino,2023,Sumapaz,Monoparental,Otros familiares,1,Ambulante,Secundaria,7,Si,No,Si,No,No,Si,Si,Si,Si,No,No,Impulsivo,No,Con otras personas,12,Si
16,8,Masculino,2021,Antonio Narino,Nuclear,Hermanos,1,Agricultor,Universitario,9,Si,Si,Si,No,Si,Si,No,No,No,No,Si,Premeditado,Si,Solo,6,No
17,10,Masculino,2018,Sumapaz,Nuclear,Hermanos,4,Independiente,Tecnico,7,Si,No,No,No,No,No,No,Si,No,Si,Si,Impulsivo,No,Solo,10,Si
15,11,Femenino,2022,Bosa,Nuclear,Otros familiares,1,Agricultor,Tecnico,5,No,Si,Si,Si,No,No,No,No,No,No,No,Premeditado,Si,Con otras personas,14,No
16,12,Masculino,2021,Ciudad Bolivar,Extendida,Otros familiares,6,Agricultor,Primaria,9,Si,No,No,No,No,No,Si,No,No,Si,Si,Impulsivo,Si,Solo,8,Si
17,9,Masculino,2015,Los Martires,Monoparental,Tios,1,Obrero,Secundaria,2,No,Si,Si,No,No,Si,No,No,Si,No,No,Impulsivo,Si,Con otras personas,6,Si
13,10,Masculino,2022,Puente Aranda,Extendida,Tios,5,Agricultor,Tecnico,9,No,Si,No,Si,No,No,No,No,No,No,No,Premeditado,Si,Con otras personas,8,No
13,7,Femenino,2023,Teusaquillo,Monoparental,Hermanos,3,Desempleado,Universitario,9,No,No,No,Si,Si,Si,Si,No,No,Si,Si,Impulsivo,Si,Con otras personas,8,No
16,8,Femenino,2021,Barrios Unidos,Nuclear,Hermanos,4,Profesional,Secundaria,3,No,No,Si,No,No,Si,No,Si,Si,Si,No,Premeditado,Si,Con otras personas,13,No
14,7,Masculino,2017,Antonio Narino,Nuclear,Otros familiares,3,Empleado,Secundaria,9,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,Impulsivo,No,Solo,14,Si
15,10,Femenino,2018,Fontibon,Nuclear,Otros familiares,1,Ambulante,Primaria,6,No,Si,Si,No,Si,Si,No,Si,Si,No,No,Premeditado,Si,Con otras personas,9,Si
13,12,Femenino,2015,Ciudad Bolivar,Monoparental,Padres,3,Agricultor,Secundaria,4,No,No,No,Si,No,Si,Si,Si,Si,No,No,Impulsivo,Si,Con otras personas,11,Si
14,11,Masculino,2019,Barrios Unidos,Extendida,Tios,5,Agricultor,Primaria,8,No,No,No,Si,Si,Si,Si,No,Si,Si,Si,Impulsivo,No,Solo,12,No
15,12,Masculino,2021,Rafael Uribe Uribe,Nuclear,Otros familiares,5,Profesional,Secundaria,1,No,Si,Si,No,No,No,Si,Si,Si,No,Si,Impulsivo,Si,Con otras personas,11,No
17,10,Masculino,2017,San Cristobal,Monoparental,Padres,4,Independiente,Primaria,3,Si,No,Si,Si,No,No,No,No,Si,No,No,Impulsivo,Si,Con otras personas,13,No
14,12,Masculino,2021,Bosa,Monoparental,Hermanos,4,Agricultor,Tecnico,6,No,Si,Si,No,No,No,No,No,Si,Si,Si,Premeditado,No,Con otras personas,8,No
15,9,Masculino,2019,Kennedy,Monoparental,Hermanos,3,Profesional,Tecnico,2,No,Si,No,No,Si,No,Si,No,Si,Si,No,Impulsivo,Si,Solo,10,No
17,12,Masculino,2019,Puente Aranda,Extendida,Abuelos,4,Agricultor,Primaria,9,Si,No,No,Si,Si,Si,Si,No,No,Si,Si,Premeditado,Si,Con otras personas,9,No
15,12,Masculino,2024,Chapinero,Monoparental,Abuelos,4,Ambulante,Tecnico,6,No,Si,No,No,Si,No,No,Si,Si,Si,Si,Premeditado,No,Con otras personas,12,Si
15,7,Femenino,2018,Ciudad Bolivar,Nuclear,Tios,2,Profesional,Secundaria,7,Si,Si,Si,Si,Si,No,Si,No,No,No,Si,Impulsivo,Si,Solo,7,Si
16,9,Femenino,2019,Puente Aranda,Monoparental,Otros familiares,7,Agricultor,Secundaria,3,No,No,Si,No,Si,Si,Si,No,Si,Si,No,Impulsivo,Si,Solo,6,Si
17,13,Masculino,2023,Puente Aranda,Extendida,Abuelos,7,Ambulante,Tecnico,4,No,Si,Si,No,No,No,No,No,No,No,No,Impulsivo,No,Con otras personas,13,Si
17,10,Femenino,2019,Puente Aranda,Extendida,Otros familiares,2,Obrero,Secundaria,3,Si,No,Si,Si,No,No,Si,No,No,No,Si,Premeditado,Si,Solo,7,No
17,10,Femenino,2019,Suba,Extendida,Tios,3,Agricultor,Secundaria,5,No,Si,No,No,No,No,Si,Si,Si,Si,No,Impulsivo,Si,Solo,6,Si
13,8,Femenino,2018,Sumapaz,Nuclear,Otros familiares,7,Desempleado,Universitario,2,No,No,Si,No,Si,No,Si,No,No,Si,Si,Impulsivo,No,Solo,9,No
17,12,Femenino,2020,Engativa,Extendida,Abuelos,7,Independiente,Tecnico,6,No,No,Si,Si,Si,Si,No,No,Si,No,Si,Impulsivo,Si,Solo,14,Si
13,9,Masculino,2019,Teusaquillo,Monoparental,Otros familiares,2,Obrero,Secundaria,7,Si,No,No,No,No,No,Si,No,No,No,Si,Premeditado,No,Solo,6,No
17,7,Femenino,2017,Bosa,Nuclear,Otros familiares,1,Agricultor,Secundaria,4,Si,No,No,No,Si,No,Si,No,No,Si,No,Premeditado,No,Con otras personas,14,No
13,9,Masculino,2017,Chapinero,Nuclear,Hermanos,5,Ambulante,Universitario,6,No,Si,Si,Si,No,Si,No,No,Si,Si,Si,Premeditado,No,Con otras personas,8,Si
14,7,Femenino,2020,Fontibon,Extendida,Padres,1,Profesional,Tecnico,6,Si,Si,No,Si,No,Si,Si,Si,No,No,Si,Impulsivo,No,Con otras personas,10,No
16,9,Masculino,2019,Fontibon,Monoparental,Padres,4,Agricultor,Secundaria,9,Si,No,Si,No,Si,No,Si,No,Si,No,Si,Impulsivo,No,Con otras personas,14,No
14,13,Femenino,2022,Los Martires,Extendida,Tios,3,Desempleado,Secundaria,8,Si,Si,No,No,Si,No,No,Si,No,No,Si,Impulsivo,Si,Solo,8,No
15,11,Masculino,2023,Sumapaz,Monoparental,Hermanos,7,Desempleado,Primaria,9,Si,Si,No,Si,Si,No,Si,No,Si,No,No,Impulsivo,Si,Solo,11,No
17,11,Femenino,2017,Usaquen,Extendida,Otros familiares,3,Ambulante,Tecnico,7,Si,Si,Si,No,No,Si,Si,Si,Si,No,Si,Premeditado,No,Solo,11,Si
13,10,Masculino,2024,Tunjuelito,Nuclear,Padres,5,Independiente,Tecnico,6,No,Si,Si,Si,No,Si,Si,Si,No,No,Si,Impulsivo,No,Solo,8,No
14,11,Masculino,2017,Usme,Nuclear,Padres,7,Agricultor,Primaria,1,Si,No,No,No,No,No,No,Si,No,Si,No,Premeditado,Si,Con otras personas,12,No
13,7,Femenino,2016,La Candelaria,Extendida,Hermanos,4,Agricultor,Tecnico,8,Si,Si,No,Si,No,Si,No,No,Si,Si,No,Impulsivo,Si,Solo,14,Si
14,12,Femenino,2020,Suba,Extendida,Tios,2,Ambulante,Secundaria,1,Si,No,No,No,No,Si,Si,Si,Si,Si,No,Premeditado,No,Solo,11,Si
14,9,Femenino,2017,Ciudad Bolivar,Extendida,Abuelos,6,Ambulante,Secundaria,5,Si,No,No,No,Si,Si,No,No,Si,Si,No,Impulsivo,Si,Solo,12,No
16,11,Masculino,2017,San Cristobal,Monoparental,Hermanos,3,Agricultor,Tecnico,1,Si,No,Si,No,No,No,Si,No,No,Si,No,Impulsivo,No,Solo,9,No
16,11,Masculino,2023,Teusaquillo,Nuclear,Abuelos,1,Agricultor,Primaria,8,No,No,Si,Si,Si,Si,No,No,Si,Si,Si,Premeditado,No,Con otras personas,11,No
16,9,Femenino,2016,San Cristobal,Nuclear,Otros familiares,4,Desempleado,Primaria,9,Si,Si,Si,No,Si,No,Si,Si,No,Si,No,Premeditado,No,Solo,7,No
15,9,Masculino,2019,Suba,Nuclear,Hermanos,1,Obrero,Secundaria,4,No,No,No,Si,Si,Si,No,No,No,Si,No,Impulsivo,Si,Con otras personas,11,Si
13,9,Masculino,2024,Fontibon,Nuclear,Hermanos,3,Desempleado,Tecnico,3,Si,Si,Si,Si,Si,No,Si,No,No,No,No,Premeditado,No,Solo,8,No
17,12,Femenino,2021,Bosa,Extendida,Abuelos,7,Profesional,Tecnico,2,Si,No,Si,Si,No,No,No,Si,Si,No,No,Premeditado,No,Solo,6,Si
13,7,Masculino,2017,Engativa,Nuclear,Hermanos,3,Agricultor,Universitario,6,No,No,No,Si,No,Si,Si,No,Si,No,Si,Impulsivo,Si,Con otras personas,8,Si
13,12,Femenino,2019,Puente Aranda,Monoparental,Otros familiares,4,Desempleado,Secundaria,3,Si,Si,No,Si,Si,No,Si,Si,Si,Si,No,Premeditado,No,Solo,12,Si
13,9,Femenino,2018,Usaquen,Nuclear,Hermanos,3,Agricultor,Secundaria,3,No,Si,No,No,Si,No,Si,Si,Si,No,Si,Premeditado,No,Con otras personas,6,Si
14,10,Femenino,2020,La Candelaria,Nuclear,Hermanos,4,Ambulante,Secundaria,4,Si,Si,No,No,Si,No,No,Si,Si,Si,Si,Premeditado,Si,Con otras personas,9,Si
15,10,Femenino,2019,Santa Fe,Monoparental,Otros familiares,6,Obrero,Secundaria,6,Si,Si,No,No,No,No,Si,Si,No,No,Si,Impulsivo,No,Solo,10,Si
14,11,Femenino,2023,Suba,Nuclear,Tios,4,Profesional,Tecnico,2,No,Si,No,No,No,No,Si,No,Si,Si,No,Premeditado,Si,Con otras personas,8,Si
17,11,Masculino,2019,Sumapaz,Monoparental,Hermanos,3,Desempleado,Primaria,4,No,No,Si,Si,No,No,Si,Si,No,No,No,Premeditado,No,Con otras personas,8,No
15,12,Femenino,2017,San Cristobal,Nuclear,Padres,7,Agricultor,Secundaria,2,Si,Si,No,No,Si,Si,No,Si,Si,No,Si,Premeditado,Si,Con otras personas,6,Si
13,10,Femenino,2022,Suba,Nuclear,Hermanos,6,Empleado,Primaria,3,No,Si,Si,No,Si,No,No,Si,No,No,Si,Impulsivo,No,Solo,11,Si
15,12,Masculino,2022,Los Martires,Extendida,Tios,6,Ambulante,Primaria,6,Si,Si,Si,No,Si,No,Si,No,No,No,No,Premeditado,Si,Solo,11,Si
16,7,Masculino,2020,Tunjuelito,Nuclear,Tios,3,Obrero,Secundaria,4,No,Si,Si,No,Si,No,Si,No,Si,Si,No,Premeditado,Si,Con otras personas,14,Si
16,7,Femenino,2018,Tunjuelito,Nuclear,Abuelos,1,Profesional,Secundaria,4,Si,No,Si,Si,Si,Si,Si,No,Si,No,Si,Impulsivo,Si,Solo,13,No
13,9,Masculino,2019,Barrios Unidos,Extendida,Abuelos,6,Profesional,Primaria,7,Si,No,No,Si,Si,Si,Si,No,Si,No,No,Impulsivo,No,Con otras personas,12,No
16,13,Masculino,2023,Sumapaz,Monoparental,Tios,5,Profesional,Primaria,2,Si,No,Si,No,Si,Si,Si,No,No,Si,Si,Premeditado,Si,Con otras personas,6,Si
15,13,Femenino,2018,Kennedy,Extendida,Padres,5,Agricultor,Primaria,1,Si,Si,Si,No,No,No,Si,Si,No,Si,Si,Premeditado,No,Con otras personas,9,No
13,7,Femenino,2018,Antonio Narino,Monoparental,Abuelos,7,Desempleado,Tecnico,6,No,No,Si,No,Si,Si,No,No,No,No,No,Premeditado,Si,Solo,6,Si
13,9,Masculino,2020,Sumapaz,Monoparental,Otros familiares,5,Profesional,Secundaria,8,Si,No,No,Si,No,No,Si,Si,Si,Si,No,Premeditado,No,Solo,9,No
17,8,Masculino,2023,Santa Fe,Extendida,Tios,6,Independiente,Universitario,5,Si,No,No,Si,Si,No,Si,Si,No,No,Si,Impulsivo,No,Solo,7,Si
17,10,Masculino,2023,Barrios Unidos,Monoparental,Padres,7,Empleado,Secundaria,4,Si,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Impulsivo,Si,Con otras personas,14,No
16,8,Masculino,2015,Engativa,Extendida,Abuelos,6,Independiente,Primaria,9,Si,No,Si,No,No,No,Si,No,Si,Si,Si,Impulsivo,Si,Solo,7,Si
15,12,Masculino,2018,Puente Aranda,Extendida,Otros familiares,3,Empleado,Tecnico,4,Si,No,Si,Si,Si,Si,No,Si,Si,No,Si,Premeditado,Si,Con otras personas,10,Si
17,13,Masculino,2020,Santa Fe,Monoparental,Abuelos,5,Profesional,Secundaria,4,Si,Si,No,No,No,Si,Si,Si,No,Si,Si,Premeditado,No,Solo,10,No
16,8,Masculino,2020,Usaquen,Nuclear,Otros familiares,2,Independiente,Primaria,8,Si,No,Si,No,No,No,No,Si,Si,Si,Si,Impulsivo,Si,Con otras personas,14,Si
17,7,Femenino,2017,San Cristobal,Monoparental,Abuelos,6,Agricultor,Primaria,1,Si,Si,Si,No,Si,No,Si,No,No,Si,Si,Premeditado,No,Con otras personas,14,Si
17,13,Femenino,2017,Teusaquillo,Nuclear,Hermanos,5,Obrero,Primaria,9,No,Si,No,No,No,No,No,Si,Si,No,Si,Premeditado,Si,Con otras personas,10,Si
15,8,Femenino,2023,La Candelaria,Extendida,Padres,2,Profesional,Tecnico,9,Si,Si,No,No,No,Si,Si,Si,Si,No,No,Impulsivo,Si,Solo,9,Si
16,12,Femenino,2016,La Candelaria,Nuclear,Tios,4,Profesional,Secundaria,5,No,Si,No,No,Si,Si,Si,Si,No,No,No,Impulsivo,No,Solo,14,Si
13,9,Masculino,2018,Los Martires,Extendida,Hermanos,3,Empleado,Tecnico,7,No,No,Si,Si,Si,Si,Si,No,Si,No,No,Premeditado,Si,Solo,13,No
15,12,Masculino,2017,Santa Fe,Extendida,Padres,1,Ambulante,Primaria,4,Si,Si,Si,No,Si,No,No,Si,No,No,No,Premeditado,No,Solo,7,Si
17,7,Masculino,2017,Puente Aranda,Monoparental,Hermanos,7,Profesional,Tecnico,7,No,No,Si,Si,No,No,Si,No,No,No,No,Premeditado,Si,Solo,11,Si
17,8,Femenino,2023,Kennedy,Extendida,Hermanos,5,Desempleado,Tecnico,9,No,No,Si,Si,Si,Si,No,Si,No,No,No,Impulsivo,Si,Con otras personas,7,No
13,9,Femenino,2023,Tunjuelito,Nuclear,Hermanos,3,Desempleado,Secundaria,7,No,No,Si,Si,Si,Si,Si,Si,No,Si,Si,Impulsivo,Si,Solo,6,No
16,12,Femenino,2024,Barrios Unidos,Nuclear,Otros familiares,6,Profesional,Secundaria,6,No,Si,Si,No,No,Si,Si,No,Si,No,No,Premeditado,Si,Solo,6,Si
14,8,Masculino,2019,Ciudad Bolivar,Nuclear,Otros familiares,6,Desempleado,Universitario,6,No,No,Si,No,Si,No,No,No,No,Si,Si,Impulsivo,No,Solo,6,No
13,13,Masculino,2016,Ciudad Bolivar,Nuclear,Tios,6,Desempleado,Universitario,4,Si,Si,Si,No,Si,No,No,No,Si,Si,No,Premeditado,Si,Solo,6,No
15,13,Masculino,2015,Sumapaz,Monoparental,Tios,4,Agricultor,Universitario,2,No,Si,No,No,No,No,No,No,Si,No,Si,Impulsivo,Si,Solo,7,No
13,13,Femenino,2020,Sumapaz,Nuclear,Hermanos,3,Obrero,Secundaria,6,Si,No,No,No,No,Si,Si,Si,No,No,Si,Impulsivo,No,Con otras personas,14,Si
15,7,Masculino,2015,Santa Fe,Monoparental,Abuelos,1,Obrero,Universitario,9,Si,No,No,No,No,Si,Si,No,Si,Si,No,Premeditado,No,Con otras personas,14,Si
17,7,Femenino,2022,Antonio Narino,Nuclear,Hermanos,5,Obrero,Universitario,6,Si,Si,Si,Si,Si,No,Si,No,No,Si,No,Impulsivo,Si,Solo,6,No
13,7,Femenino,2017,Puente Aranda,Nuclear,Tios,1,Empleado,Secundaria,3,Si,Si,Si,No,No,Si,Si,Si,No,No,No,Impulsivo,No,Solo,10,Si
15,10,Femenino,2024,Teusaquillo,Extendida,Abuelos,2,Empleado,Tecnico,8,Si,Si,No,No,Si,No,No,No,No,No,Si,Impulsivo,No,Solo,13,No
13,9,Femenino,2024,Kennedy,Monoparental,Hermanos,6,Desempleado,Universitario,3,No,No,Si,Si,Si,Si,No,Si,Si,Si,No,Impulsivo,Si,Solo,10,No
17,10,Femenino,2015,Sumapaz,Nuclear,Hermanos,7,Agricultor,Primaria,3,Si,No,Si,No,Si,Si,No,Si,Si,Si,Si,Premeditado,Si,Con otras personas,13,Si
14,11,Masculino,2024,Bosa,Extendida,Hermanos,6,Agricultor,Primaria,2,No,Si,Si,No,Si,Si,Si,No,Si,Si,No,Impulsivo,No,Con otras personas,14,Si
15,9,Masculino,2019,Tunjuelito,Nuclear,Tios,3,Empleado,Primaria,3,Si,No,No,Si,Si,Si,Si,Si,No,Si,Si,Premeditado,No,Solo,7,No
17,12,Masculino,2016,Santa Fe,Nuclear,Hermanos,3,Independiente,Primaria,8,Si,Si,Si,Si,No,Si,No,No,No,No,No,Premeditado,Si,Solo,9,Si
14,11,Femenino,2021,Los Martires,Monoparental,Hermanos,6,Desempleado,Tecnico,2,No,Si,Si,No,Si,No,Si,No,No,No,No,Premeditado,Si,Con otras personas,6,Si
14,8,Femenino,2015,Rafael Uribe Uribe,Extendida,Abuelos,3,Obrero,Universitario,7,No,Si,Si,No,No,Si,No,Si,Si,No,Si,Premeditado,No,Con otras personas,6,Si
13,11,Femenino,2017,Usaquen,Nuclear,Otros familiares,3,Obrero,Universitario,9,No,No,No,No,Si,Si,Si,No,No,No,No,Premeditado,Si,Con otras personas,8,No
13,10,Femenino,2021,San Cristobal,Monoparental,Tios,1,Agricultor,Universitario,5,No,Si,No,Si,Si,Si,Si,Si,No,Si,No,Impulsivo,No,Solo,12,No
17,13,Masculino,2018,Barrios Unidos,Nuclear,Padres,5,Desempleado,Tecnico,5,No,No,No,Si,Si,Si,No,Si,No,No,Si,Impulsivo,No,Solo,9,Si
13,13,Femenino,2023,Usaquen,Nuclear,Hermanos,5,Independiente,Secundaria,2,No,No,Si,No,Si,Si,Si,Si,No,No,Si,Premeditado,No,Con otras personas,9,Si
15,10,Masculino,2016,Sumapaz,Monoparental,Tios,4,Profesional,Tecnico,1,Si,Si,No,No,No,No,Si,No,Si,No,Si,Impulsivo,Si,Con otras personas,11,Si
13,13,Femenino,2024,Usaquen,Nuclear,Abuelos,1,Agricultor,Universitario,7,Si,Si,No,No,Si,Si,Si,No,No,No,No,Impulsivo,No,Solo,10,Si
17,12,Masculino,2020,Puente Aranda,Nuclear,Padres,2,Independiente,Secundaria,4,No,No,No,Si,No,No,Si,Si,Si,No,No,Premeditado,Si,Solo,6,Si
17,8,Masculino,2015,Sumapaz,Nuclear,Abuelos,1,Independiente,Primaria,1,Si,No,Si,Si,No,No,No,No,No,No,No,Premeditado,Si,Con otras personas,10,Si
15,10,Femenino,2023,Suba,Nuclear,Abuelos,7,Independiente,Primaria,3,Si,No,Si,No,Si,No,Si,Si,Si,Si,No,Premeditado,Si,Con otras personas,10,Si
16,12,Femenino,2020,Los Martires,Nuclear,Abuelos,5,Agricultor,Primaria,3,No,Si,Si,No,Si,No,No,Si,Si,No,Si,Premeditado,Si,Con otras personas,9,No
14,10,Femenino,2021,Puente Aranda,Extendida,Abuelos,7,Empleado,Secundaria,4,Si,No,No,No,No,No,No,Si,No,Si,Si,Impulsivo,No,Solo,13,No
13,11,Femenino,2017,Puente Aranda,Nuclear,Abuelos,7,Profesional,Secundaria,8,No,Si,No,Si,Si,No,No,Si,Si,Si,Si,Premeditado,No,Con otras personas,13,No
13,13,Masculino,2018,Suba,Nuclear,Tios,1,Obrero,Tecnico,6,Si,Si,Si,Si,No,No,No,Si,No,No,Si,Premeditado,Si,Solo,9,Si
13,9,Masculino,2018,Sumapaz,Monoparental,Otros familiares,4,Empleado,Universitario,7,Si,Si,No,No,Si,Si,No,No,No,No,No,Premeditado,Si,Solo,14,No
14,8,Femenino,2017,Usaquen,Nuclear,Tios,5,Ambulante,Primaria,7,Si,No,No,No,Si,Si,Si,Si,Si,Si,Si,Premeditado,Si,Con otras personas,11,Si
17,13,Masculino,2022,Los Martires,Monoparental,Hermanos,5,Profesional,Universitario,9,No,Si,No,Si,No,Si,No,No,No,Si,Si,Impulsivo,No,Con otras personas,8,No
14,12,Femenino,2020,Rafael Uribe Uribe,Nuclear,Padres,3,Agricultor,Primaria,3,No,Si,No,No,No,Si,No,No,Si,Si,No,Impulsivo,No,Con otras personas,10,Si
16,7,Masculino,2017,Antonio Narino,Monoparental,Tios,6,Obrero,Tecnico,7,No,No,No,No,No,No,No,No,No,Si,Si,Premeditado,Si,Con otras personas,8,No
16,8,Femenino,2022,Usme,Extendida,Padres,6,Profesional,Tecnico,5,No,Si,No,No,Si,No,Si,Si,No,Si,No,Premeditado,No,Con otras personas,10,No
17,12,Masculino,2016,Sumapaz,Nuclear,Abuelos,4,Ambulante,Secundaria,5,Si,No,Si,No,Si,Si,No,Si,Si,No,Si,Premeditado,Si,Con otras personas,8,No
13,10,Masculino,2017,Suba,Extendida,Hermanos,5,Empleado,Universitario,5,No,Si,No,No,Si,No,Si,No,Si,Si,Si,Impulsivo,No,Con otras personas,6,No
16,7,Femenino,2023,Chapinero,Monoparental,Tios,5,Independiente,Primaria,4,Si,Si,No,Si,No,Si,Si,No,No,Si,No,Impulsivo,Si,Solo,14,Si
14,12,Masculino,2023,Los Martires,Monoparental,Tios,6,Desempleado,Tecnico,5,Si,Si,No,No,No,Si,No,Si,Si,Si,Si,Premeditado,No,Con otras personas,13,No
16,8,Masculino,2024,Sumapaz,Extendida,Tios,6,Desempleado,Secundaria,9,Si,No,No,No,No,Si,Si,Si,Si,No,Si,Impulsivo,No,Solo,7,Si
13,12,Masculino,2019,Fontibon,Monoparental,Otros familiares,1,Desempleado,Secundaria,1,No,Si,No,No,No,Si,No,Si,Si,Si,No,Impulsivo,Si,Con otras personas,7,Si
15,9,Femenino,2019,Antonio Narino,Monoparental,Abuelos,2,Obrero,Primaria,5,Si,No,Si,Si,No,No,No,No,No,Si,No,Impulsivo,Si,Con otras personas,10,Si
16,8,Masculino,2022,San Cristobal,Nuclear,Otros familiares,3,Obrero,Secundaria,9,Si,Si,Si,No,No,Si,No,Si,Si,No,Si,Premeditado,No,Solo,7,No
14,9,Femenino,2024,Usme,Extendida,Padres,7,Ambulante,Universitario,9,Si,No,No,Si,No,Si,Si,No,Si,No,No,Premeditado,Si,Con otras personas,13,Si
16,13,Masculino,2017,Engativa,Nuclear,Padres,2,Profesional,Secundaria,3,Si,Si,No,Si,No,No,Si,Si,Si,Si,Si,Impulsivo,Si,Con otras personas,10,No
13,12,Masculino,2017,La Candelaria,Extendida,Otros familiares,5,Independiente,Secundaria,3,No,Si,Si,No,Si,No,Si,No,Si,No,Si,Premeditado,No,Con otras personas,9,Si
14,13,Masculino,2018,Chapinero,Nuclear,Hermanos,7,Independiente,Secundaria,8,Si,No,No,Si,Si,Si,No,Si,Si,No,No,Premeditado,No,Con otras personas,12,No
16,8,Masculino,2020,Sumapaz,Extendida,Padres,7,Empleado,Universitario,7,Si,No,Si,Si,Si,No,Si,No,Si,Si,No,Impulsivo,No,Con otras personas,9,Si
17,7,Femenino,2015,La Candelaria,Monoparental,Hermanos,5,Desempleado,Primaria,9,No,No,Si,Si,Si,Si,Si,No,No,No,No,Premeditado,Si,Con otras personas,10,No
15,12,Femenino,2020,Puente Aranda,Nuclear,Hermanos,5,Empleado,Primaria,5,No,No,Si,No,No,Si,Si,No,No,Si,No,Impulsivo,No,Con otras personas,11,No
14,11,Femenino,2023,Ciudad Bolivar,Extendida,Tios,2,Agricultor,Universitario,6,Si,Si,Si,Si,Si,Si,No,No,Si,Si,Si,Impulsivo,No,Solo,6,Si
13,7,Femenino,2022,Los Martires,Monoparental,Hermanos,7,Empleado,Primaria,8,No,No,No,No,Si,Si,No,Si,Si,Si,No,Premeditado,Si,Solo,14,No
14,9,Masculino,2018,Chapinero,Nuclear,Abuelos,3,Independiente,Tecnico,5,No,Si,Si,No,No,Si,Si,Si,No,No,Si,Impulsivo,No,Solo,6,Si
17,7,Masculino,2017,Santa Fe,Extendida,Abuelos,3,Independiente,Tecnico,9,No,No,Si,Si,Si,No,Si,No,No,No,No,Impulsivo,Si,Con otras personas,12,Si
16,10,Masculino,2023,Antonio Narino,Nuclear,Padres,1,Ambulante,Primaria,5,Si,No,Si,No,No,Si,No,No,Si,Si,No,Premeditado,No,Solo,10,No
15,12,Femenino,2017,Teusaquillo,Monoparental,Abuelos,7,Agricultor,Tecnico,8,Si,No,Si,No,Si,Si,Si,Si,Si,No,No,Premeditado,No,Solo,11,No
13,12,Masculino,2022,Ciudad Bolivar,Nuclear,Hermanos,6,Empleado,Primaria,7,Si,No,Si,Si,Si,Si,No,No,Si,Si,Si,Impulsivo,Si,Solo,14,Si
15,12,Masculino,2017,Chapinero,Monoparental,Tios,2,Profesional,Primaria,4,No,No,No,No,No,Si,Si,No,Si,Si,Si,Premeditado,Si,Con otras personas,13,Si
14,11,Femenino,2019,Ciudad Bolivar,Nuclear,Padres,1,Obrero,Universitario,7,No,No,Si,No,Si,Si,Si,Si,Si,No,No,Impulsivo,Si,Solo,11,No
14,8,Masculino,2020,Chapinero,Extendida,Hermanos,2,Empleado,Universitario,8,Si,Si,No,No,Si,Si,No,Si,Si,No,No,Premeditado,No,Solo,14,Si
15,9,Femenino,2015,San Cristobal,Nuclear,Tios,3,Agricultor,Tecnico,1,Si,No,No,Si,No,Si,No,Si,Si,Si,Si,Premeditado,Si,Solo,10,No
13,10,Masculino,2024,Barrios Unidos,Extendida,Otros familiares,7,Agricultor,Primaria,3,Si,Si,No,No,Si,No,Si,Si,Si,No,No,Premeditado,No,Solo,7,No
17,8,Femenino,2020,Los Martires,Extendida,Padres,7,Independiente,Secundaria,5,Si,No,Si,No,No,No,Si,Si,No,No,No,Impulsivo,No,Solo,6,No
13,12,Femenino,2024,San Cristobal,Extendida,Otros familiares,3,Empleado,Primaria,6,Si,Si,Si,No,No,Si,Si,Si,Si,No,No,Impulsivo,Si,Con otras personas,11,Si
